Taxon	1	2	3	4	5	6
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;Other	0.0	0.0	3.2596192178e-07	0.0	1.67776986802e-07	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__Cardiobacterium	0.000158983528028	4.34363683059e-05	8.86616427242e-05	2.80764208391e-05	2.33210011655e-05	6.42343923172e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__	2.28260628899e-07	3.44733081793e-07	1.40163626365e-05	3.1784627365e-06	6.7110794721e-07	8.49661274036e-07
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Providencia	2.28260628899e-07	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;Other	0.000227804107641	3.10259773614e-06	0.000113108786858	5.50933540993e-05	2.85220877564e-05	0.000146481603644
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Actinobacillus	1.68912865385e-05	1.93050525804e-05	3.2596192178e-07	1.58923136825e-06	6.03997152489e-06	4.99600829133e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Aggregatibacter	0.000806787192844	0.000456081867212	0.000560002581618	0.000291888827968	0.000564737337577	0.000602919640056
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus	0.00857118661516	0.00354971654322	0.00426293001304	0.00333473715438	0.0399846114948	0.0057617230315
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;Other;Other	8.10325232592e-06	6.20519547228e-06	0.0	0.000261163688182	1.34221589442e-06	1.69932254807e-07
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__	1.1413031445e-06	0.0	0.0	8.47590063066e-06	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter	4.10869132018e-06	0.0	3.03144587256e-05	1.05948757883e-06	1.56032597726e-05	1.01959352884e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Enhydrobacter	2.28260628899e-07	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella	0.0	6.89466163586e-07	0.0	0.0	8.22107235332e-06	1.18952578365e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__	5.70651572248e-07	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	3.42390943349e-07	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;Other	5.70651572248e-07	6.89466163586e-07	3.91154306136e-06	0.0	0.0	5.09796764422e-07
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas	1.36956377339e-06	0.0	0.0	0.0	0.0	1.18952578365e-06
k__Bacteria;p__SR1;c__;o__;f__;g__	0.0013451398861	0.000301641446569	0.00910639820877	4.07902717851e-05	0.0114735970195	0.0359258877856
k__Bacteria;p__Spirochaetes;Other;Other;Other;Other	0.0	0.0	1.30384768712e-06	0.0	6.7110794721e-07	5.09796764422e-07
k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Sphaerochaeta	1.03858586149e-05	4.79178983692e-05	7.13856608699e-05	5.03256599945e-05	7.71774139291e-06	0.000121841426697
k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Treponema	0.000459945167232	0.000423676957524	0.00605800231629	0.0027827441258	0.00168213206968	0.00144697314968
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Dethiosulfovibrionaceae;g__Pyramidobacter	7.30434012477e-06	1.24103909446e-05	0.000187428105024	1.58923136825e-06	8.89218030053e-06	1.08756643077e-05
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Dethiosulfovibrionaceae;g__TG5	0.000161037873688	0.000101351526047	0.000253598375145	7.46938743077e-05	5.05008730276e-05	5.72671698701e-05
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__	0.0	0.0	1.6298096089e-06	0.0	2.18110082843e-06	0.0
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Candidatus Tammella	0.0	6.89466163586e-07	9.45289573163e-06	0.0	1.84554685483e-06	1.52939029327e-06
k__Bacteria;p__TM7;c__TM7-3;o__;f__;g__	0.00990616890328	0.00137962179334	0.010876371444	0.0146410588519	0.00333574205161	0.00738389633589
k__Bacteria;p__TM7;c__TM7-3;o__CW040;f__;g__	4.22282163463e-06	1.62024548443e-05	1.30384768712e-06	2.11897515766e-06	3.77498220306e-05	1.59736319519e-05
k__Bacteria;p__TM7;c__TM7-3;o__CW040;f__F16;g__	4.45108226353e-06	5.1709962269e-06	0.000106589548422	1.53625698931e-05	9.22773427414e-06	8.32668048556e-05
k__Bacteria;p__TM7;c__TM7-3;o__I025;f__Rs-045;g__	0.000197901965256	0.000192361059641	0.000657139234309	0.000775544907705	0.000793752924563	0.000218023082918
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Acholeplasmatales;f__Acholeplasmataceae;g__Acholeplasma	0.0	6.89466163586e-07	3.2596192178e-07	0.0	3.35553973605e-07	1.35945803846e-06
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma	0.00040219522812	0.000247518352727	0.0010222165867	0.00340042538426	0.00123349640697	0.000473091397384
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Ureaplasma	0.0	0.0	0.0	0.0	0.0	1.54638351875e-05
k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;f__;g__	8.10325232592e-06	2.75786465434e-06	0.000221002182967	1.43030823142e-05	0.000322970699595	0.000152939029327
k__Bacteria;p__Tenericutes;c__RF3;o__ML615J-28;f__;g__	1.18695527028e-05	9.30779320841e-06	0.000178301171214	1.74815450507e-05	3.07031885849e-05	3.22871284134e-05
